sample_idx,sample_id,video_id,query,gt_start,gt_end,pred_start,pred_end,iou,duration,iou_bucket,dist_to_05
812,AAQHJ_000812,AAQHJ,a person sits in a chair eating.,4.300000190734863,16.700000762939453,16.5,26.5,0.009009042754769325,31.333999633789062,0-0.1,0.4909909572452307
813,AAQHJ_000813,AAQHJ,person holding a pillow.,0.800000011920929,11.899999618530273,0.5,20.5,0.5549999475479126,31.333999633789062,0.5-0.7,0.0549999475479126
814,AAQHJ_000814,AAQHJ,person eating from a plate of food.,4.300000190734863,16.700000762939453,6.5,15.5,0.7258064150810242,31.333999633789062,0.7-0.9,0.22580641508102417
815,GG3K5_000815,GG3K5,person watches the television.,19.5,31.0,15.5,20.5,0.06451612710952759,32.66699981689453,0-0.1,0.4354838728904724
816,GG3K5_000816,GG3K5,the person start watching television.,19.5,31.0,12.5,20.5,0.054054055362939835,32.66699981689453,0-0.1,0.44594594463706017
817,GG3K5_000817,GG3K5,person watches television.,19.5,31.0,15.5,20.5,0.06451612710952759,32.66699981689453,0-0.1,0.4354838728904724
818,GG3K5_000818,GG3K5,person sits on the edge of the bed.,15.300000190734863,24.600000381469727,16.5,20.5,0.4301075041294098,32.66699981689453,0.3-0.5,0.06989249587059021
819,1XBU2_000819,1XBU2,person is drinking tea from glass mug.,4.300000190734863,10.899999618530273,0.5,10.5,0.5961538553237915,17.333999633789062,0.5-0.7,0.0961538553237915
820,LLQBB_000820,LLQBB,the person throws the bag down.,13.800000190734863,21.5,15.5,21.5,0.7792208194732666,32.66699981689453,0.7-0.9,0.2792208194732666
821,LLQBB_000821,LLQBB,person finally laughing to themselves.,26.100000381469727,32.66699981689453,26.5,31.5,0.7613827586174011,32.66699981689453,0.7-0.9,0.2613827586174011
822,LLQBB_000822,LLQBB,the person starts laughing as they put the bag down.,26.100000381469727,32.66699981689453,15.5,31.5,0.3145569860935211,32.66699981689453,0.3-0.5,0.18544301390647888
823,LLQBB_000823,LLQBB,person takes their shoes off.,17.0,30.700000762939453,15.5,25.5,0.559210479259491,32.66699981689453,0.5-0.7,0.05921047925949097
824,LLQBB_000824,LLQBB,a person is holding a bag.,12.0,21.700000762939453,12.5,21.5,0.9278349876403809,32.66699981689453,0.9-1.0,0.42783498764038086
825,LLQBB_000825,LLQBB,person take off their shoes.,17.0,30.700000762939453,15.5,25.5,0.559210479259491,32.66699981689453,0.5-0.7,0.05921047925949097
826,BB7WL_000826,BB7WL,a person opens a cabinet.,0.30000001192092896,5.699999809265137,0.5,5.5,0.9259259700775146,31.0,0.9-1.0,0.42592597007751465
827,ZX37G_000827,ZX37G,the person puts the laptop down on the table.,1.7999999523162842,7.800000190734863,0.5,6.5,0.6438355445861816,18.0,0.5-0.7,0.14383554458618164
828,RX7TC_000828,RX7TC,a person is eating some food.,0.0,11.5,0.5,8.5,0.695652186870575,30.66699981689453,0.5-0.7,0.19565218687057495
829,RX7TC_000829,RX7TC,person takes several bites of an unknown food item.,0.0,6.400000095367432,2.5,8.5,0.4588235318660736,30.66699981689453,0.3-0.5,0.04117646813392639
830,GFK4S_000830,GFK4S,person opens the door.,14.100000381469727,20.600000381469727,9.5,15.5,0.12612608075141907,36.66699981689453,0.1-0.3,0.37387391924858093
831,GFK4S_000831,GFK4S,person holding a pillow.,0.0,13.5,9.5,15.5,0.25806450843811035,36.66699981689453,0.1-0.3,0.24193549156188965
832,H5CJD_000832,H5CJD,person closes the fridge door.,19.299999237060547,25.700000762939453,7.5,12.5,0.0,27.0,0-0.1,0.5
833,F5UVQ_000833,F5UVQ,person that turn off the lights.,32.099998474121094,37.66699981689453,33.5,36.5,0.5388897657394409,37.66699981689453,0.5-0.7,0.03888976573944092
834,F5UVQ_000834,F5UVQ,person wash their hands a little bit.,23.5,37.66699981689453,29.5,36.5,0.4941060245037079,37.66699981689453,0.3-0.5,0.005893975496292114
835,F5UVQ_000835,F5UVQ,person turn off a light.,32.099998474121094,37.66699981689453,33.5,36.5,0.5388897657394409,37.66699981689453,0.5-0.7,0.03888976573944092
836,MSACP_000836,MSACP,person they take the batteries out of the camera.,0.0,2.799999952316284,5.5,10.5,0.0,30.66699981689453,0-0.1,0.5
837,VIN5T_000837,VIN5T,a person is sitting on the floor throwing a pillow.,2.0,8.800000190734863,0.5,4.5,0.3012048006057739,20.66699981689453,0.3-0.5,0.19879519939422607
838,D1WYU_000838,D1WYU,the person takes off their shoes.,22.600000381469727,29.899999618530273,0.5,8.5,0.0,31.0,0-0.1,0.5
839,D1WYU_000839,D1WYU,person sits down on a chair.,16.899999618530273,31.0,3.5,8.5,0.0,31.0,0-0.1,0.5
840,D1WYU_000840,D1WYU,the person sits down in a chair.,16.899999618530273,31.0,0.5,8.5,0.0,31.0,0-0.1,0.5
841,D1WYU_000841,D1WYU,person takes their shoes off.,22.600000381469727,29.899999618530273,2.5,8.5,0.0,31.0,0-0.1,0.5
842,D1WYU_000842,D1WYU,a person is holding a bag walk to a bed.,0.0,7.5,0.5,8.5,0.8235294222831726,31.0,0.7-0.9,0.3235294222831726
843,IONV9_000843,IONV9,a laughing person is drinking soda in their basement.,4.099999904632568,9.300000190734863,0.5,14.5,0.37142857909202576,38.66699981689453,0.3-0.5,0.12857142090797424
844,IONV9_000844,IONV9,person continuing to drink from the bottle.,0.0,6.199999809265137,0.5,14.5,0.3931034207344055,38.66699981689453,0.3-0.5,0.10689657926559448
845,IONV9_000845,IONV9,person drinking from a glass of water.,0.0,6.199999809265137,0.5,14.5,0.3931034207344055,38.66699981689453,0.3-0.5,0.10689657926559448
846,IDXZK_000846,IDXZK,person eating food from a dish.,0.0,9.100000381469727,0.5,8.5,0.8791208267211914,36.0,0.7-0.9,0.3791208267211914
847,IDXZK_000847,IDXZK,person eating a sandwich.,0.0,9.100000381469727,0.5,7.5,0.7692307233810425,36.0,0.7-0.9,0.2692307233810425
848,79VVK_000848,79VVK,person run out of the closet.,30.899999618530273,37.5,32.5,39.5,0.5813953280448914,40.66699981689453,0.5-0.7,0.08139532804489136
849,79VVK_000849,79VVK,a person takes a blanket.,15.100000381469727,20.399999618530273,15.5,23.5,0.5833333134651184,40.66699981689453,0.5-0.7,0.08333331346511841
850,YACA8_000850,YACA8,person putting clothes.,3.4000000953674316,11.800000190734863,0.5,15.5,0.5600000023841858,30.333999633789062,0.5-0.7,0.06000000238418579
851,VG7S6_000851,VG7S6,person takes a vacuum.,12.5,21.0,6.5,20.5,0.5517241358757019,21.0,0.5-0.7,0.051724135875701904
852,VG7S6_000852,VG7S6,person sneezing constantly.,0.8999999761581421,10.800000190734863,0.5,5.5,0.446601927280426,21.0,0.3-0.5,0.053398072719573975
853,C46TD_000853,C46TD,person looks out the window above the sink.,0.0,15.0,0.5,11.5,0.7333333492279053,32.33399963378906,0.7-0.9,0.23333334922790527
854,C46TD_000854,C46TD,the person washes their hands at the kitchen sink.,0.0,12.100000381469727,0.5,10.5,0.8264462351799011,32.33399963378906,0.7-0.9,0.3264462351799011
855,C46TD_000855,C46TD,person continuing to look out the window.,0.0,15.0,26.5,31.5,0.0,32.33399963378906,0-0.1,0.5
856,C46TD_000856,C46TD,a person is washing their hands in the sink.,0.0,12.100000381469727,0.5,11.5,0.9090908765792847,32.33399963378906,0.9-1.0,0.40909087657928467
857,C46TD_000857,C46TD,a person washes their hands in the kitchen sink.,0.0,12.100000381469727,0.5,11.5,0.9090908765792847,32.33399963378906,0.9-1.0,0.40909087657928467
858,C46TD_000858,C46TD,person looking out the window.,0.0,15.0,0.5,11.5,0.7333333492279053,32.33399963378906,0.7-0.9,0.23333334922790527
859,9J0RB_000859,9J0RB,a person is standing in a room watching television.,0.0,4.400000095367432,0.5,3.5,0.6818181872367859,16.333999633789062,0.5-0.7,0.1818181872367859
860,9J0RB_000860,9J0RB,person drinking something from a glass.,0.0,7.0,0.5,3.5,0.4285714328289032,16.333999633789062,0.3-0.5,0.0714285671710968
861,9J0RB_000861,9J0RB,person drinking a glass of milk.,0.0,7.0,0.5,3.5,0.4285714328289032,16.333999633789062,0.3-0.5,0.0714285671710968
862,9J0RB_000862,9J0RB,a person is watching a television in their bedroom.,0.0,4.400000095367432,0.5,5.5,0.7090909481048584,16.333999633789062,0.7-0.9,0.2090909481048584
863,9J0RB_000863,9J0RB,person throws the pillow to the side.,7.699999809265137,14.600000381469727,0.5,5.5,0.0,16.333999633789062,0-0.1,0.5
864,ZIP18_000864,ZIP18,person eat a sandwich.,25.200000762939453,31.799999237060547,21.5,33.5,0.5499998927116394,34.66699981689453,0.5-0.7,0.049999892711639404
865,ZIP18_000865,ZIP18,a person turns on a light.,0.0,4.0,0.5,4.5,0.7777777910232544,34.66699981689453,0.7-0.9,0.2777777910232544
866,ZIP18_000866,ZIP18,a person turns on a light in their bedroom.,0.0,4.0,0.5,5.5,0.6363636255264282,34.66699981689453,0.5-0.7,0.13636362552642822
867,ZIP18_000867,ZIP18,person turns on the light.,0.0,4.0,0.5,3.5,0.75,34.66699981689453,0.7-0.9,0.25
868,ZIP18_000868,ZIP18,person sit on their bed.,21.100000381469727,26.200000762939453,20.5,33.5,0.39230772852897644,34.66699981689453,0.3-0.5,0.10769227147102356
869,3N1I2_000869,3N1I2,the person puts the sandwich into the refrigerator.,7.900000095367432,15.100000381469727,6.5,17.5,0.6545454859733582,32.0,0.5-0.7,0.15454548597335815
870,337O2_000870,337O2,person they put them down on the table.,0.20000000298023224,6.199999809265137,7.5,25.5,0.0,26.333999633789062,0-0.1,0.5
871,LE7PM_000871,LE7PM,person throws some food onto the table.,0.0,4.099999904632568,36.5,42.5,0.0,48.33399963378906,0-0.1,0.5
872,VJ0LT_000872,VJ0LT,person closing the front door.,23.100000381469727,32.66699981689453,27.5,31.5,0.4181039333343506,32.66699981689453,0.3-0.5,0.08189606666564941
873,VJ0LT_000873,VJ0LT,person pours it into a glass.,2.5,13.399999618530273,0.5,8.5,0.4651162922382355,32.66699981689453,0.3-0.5,0.034883707761764526
874,VJ0LT_000874,VJ0LT,person pours a glass of soda.,2.5,13.399999618530273,0.5,8.5,0.4651162922382355,32.66699981689453,0.3-0.5,0.034883707761764526
875,VJ0LT_000875,VJ0LT,the person drinks the coke from the glass.,12.899999618530273,21.399999618530273,0.5,28.5,0.3035714328289032,32.66699981689453,0.3-0.5,0.1964285671710968
876,VJ0LT_000876,VJ0LT,person closes a door outside.,23.100000381469727,32.66699981689453,27.5,31.5,0.4181039333343506,32.66699981689453,0.3-0.5,0.08189606666564941
877,TCI7K_000877,TCI7K,person put a item on the table.,3.5999999046325684,10.300000190734863,2.5,9.5,0.7564102411270142,31.333999633789062,0.7-0.9,0.25641024112701416
878,QE4YE_000878,QE4YE,a person is opening a bag.,0.0,3.5,0.5,9.5,0.31578946113586426,43.33399963378906,0.3-0.5,0.18421053886413574
879,QE4YE_000879,QE4YE,the person puts the bag on a counter.,4.199999809265137,9.699999809265137,3.5,9.5,0.8548387885093689,43.33399963378906,0.7-0.9,0.3548387885093689
880,XO8NL_000880,XO8NL,a person throws a pillow into a closet.,3.5999999046325684,12.5,0.5,9.5,0.49166667461395264,31.333999633789062,0.3-0.5,0.008333325386047363
881,XO8NL_000881,XO8NL,a person is holding a pillow.,0.0,9.100000381469727,0.5,9.5,0.9052631855010986,31.333999633789062,0.9-1.0,0.40526318550109863
882,XO8NL_000882,XO8NL,the person throws the pillow into the closet.,3.5999999046325684,12.5,0.5,13.5,0.6846153736114502,31.333999633789062,0.5-0.7,0.1846153736114502
883,CM6T8_000883,CM6T8,a person is opening their closet looking for a sandwich.,0.0,3.200000047683716,0.5,4.5,0.6000000238418579,12.666999816894531,0.5-0.7,0.10000002384185791
884,CM6T8_000884,CM6T8,a person opens a door to a closet.,0.0,3.700000047683716,0.5,5.5,0.581818163394928,12.666999816894531,0.5-0.7,0.08181816339492798
885,CM6T8_000885,CM6T8,person open up the door.,0.0,3.700000047683716,0.5,5.5,0.581818163394928,12.666999816894531,0.5-0.7,0.08181816339492798
886,QI0EL_000886,QI0EL,person watches television.,23.5,31.66699981689453,0.5,21.5,0.0,31.66699981689453,0-0.1,0.5
887,QI0EL_000887,QI0EL,person closes the laptop.,18.200000762939453,22.799999237060547,25.5,30.5,0.0,31.66699981689453,0-0.1,0.5
888,ICQUJ_000888,ICQUJ,person starts eating some food.,14.399999618530273,21.333999633789062,11.5,20.5,0.6202970147132874,21.333999633789062,0.5-0.7,0.12029701471328735
889,ICQUJ_000889,ICQUJ,person pick up a sandwich to eat.,14.399999618530273,21.333999633789062,11.5,20.5,0.6202970147132874,21.333999633789062,0.5-0.7,0.12029701471328735
890,I87SH_000890,I87SH,a person awakens on the floor of their home office.,0.0,3.700000047683716,0.5,4.5,0.7111111283302307,31.66699981689453,0.7-0.9,0.2111111283302307
891,I87SH_000891,I87SH,person walk near the window open the curtain.,18.799999237060547,31.66699981689453,11.5,17.5,0.0,31.66699981689453,0-0.1,0.5
892,I87SH_000892,I87SH,the person is laying on the floor.,0.0,8.100000381469727,0.5,4.5,0.49382713437080383,31.66699981689453,0.3-0.5,0.006172865629196167
893,I87SH_000893,I87SH,person opens the window.,18.799999237060547,31.66699981689453,5.5,14.5,0.0,31.66699981689453,0-0.1,0.5
894,I87SH_000894,I87SH,person opens a curtain to look out the window.,18.799999237060547,31.66699981689453,5.5,13.5,0.0,31.66699981689453,0-0.1,0.5
895,BDY1V_000895,BDY1V,one person undresses in front of a wardrobe.,3.700000047683716,19.0,0.5,10.5,0.3675675690174103,31.333999633789062,0.3-0.5,0.13243243098258972
896,BDY1V_000896,BDY1V,person takes a pillow from the closet.,20.299999237060547,26.299999237060547,6.5,13.5,0.0,31.333999633789062,0-0.1,0.5
897,BDY1V_000897,BDY1V,person snuggles the pillow.,25.0,31.333999633789062,8.5,30.5,0.24086888134479523,31.333999633789062,0.1-0.3,0.2591311186552048
898,AFCDN_000898,AFCDN,person takes a picture of something.,0.0,7.199999809265137,10.5,29.5,0.0,30.0,0-0.1,0.5
899,AFCDN_000899,AFCDN,person eats it.,24.899999618530273,30.0,10.5,29.5,0.23589745163917542,30.0,0.1-0.3,0.2641025483608246
900,AFCDN_000900,AFCDN,person began to eat.,24.899999618530273,30.0,10.5,29.5,0.23589745163917542,30.0,0.1-0.3,0.2641025483608246
901,KA09C_000901,KA09C,the person turns the light off.,27.200000762939453,31.0,27.5,30.5,0.789473831653595,31.0,0.7-0.9,0.28947383165359497
902,KA09C_000902,KA09C,person turning off the light.,27.200000762939453,31.0,27.5,30.5,0.789473831653595,31.0,0.7-0.9,0.28947383165359497
903,KA09C_000903,KA09C,person turns off the light.,27.200000762939453,31.0,27.5,30.5,0.789473831653595,31.0,0.7-0.9,0.28947383165359497
904,KA09C_000904,KA09C,the person turns off the light.,27.200000762939453,31.0,27.5,30.5,0.789473831653595,31.0,0.7-0.9,0.28947383165359497
905,CUSTU_000905,CUSTU,person opens a laptop.,29.399999618530273,34.66699981689453,28.5,33.5,0.6648290157318115,34.66699981689453,0.5-0.7,0.16482901573181152
906,CUSTU_000906,CUSTU,person opening a laptop.,29.399999618530273,34.66699981689453,28.5,33.5,0.6648290157318115,34.66699981689453,0.5-0.7,0.16482901573181152
907,CUSTU_000907,CUSTU,the person puts the broom down.,24.399999618530273,30.299999237060547,21.5,27.5,0.35227280855178833,34.66699981689453,0.3-0.5,0.14772719144821167
908,Q38XP_000908,Q38XP,person eating food.,6.699999809265137,18.899999618530273,0.5,13.5,0.3695652484893799,31.66699981689453,0.3-0.5,0.13043475151062012
909,SLHDI_000909,SLHDI,person eating something.,21.600000381469727,26.100000381469727,10.5,19.5,0.0,39.0,0-0.1,0.5
910,SLHDI_000910,SLHDI,a person by the refrigerator was eating.,21.600000381469727,26.100000381469727,0.5,27.5,0.1666666716337204,39.0,0.1-0.3,0.3333333283662796
911,SLHDI_000911,SLHDI,person opening the refrigerator doors.,2.799999952316284,12.399999618530273,0.5,6.5,0.31092438101768494,39.0,0.3-0.5,0.18907561898231506
912,SLHDI_000912,SLHDI,a person is closing a door.,1.100000023841858,6.300000190734863,0.5,6.5,0.8666667342185974,39.0,0.7-0.9,0.3666667342185974
913,SLHDI_000913,SLHDI,person sneezing into a towel.,26.399999618530273,31.899999618530273,23.5,33.5,0.550000011920929,39.0,0.5-0.7,0.050000011920928955
914,SLHDI_000914,SLHDI,person opens refrigerator.,2.799999952316284,12.399999618530273,0.5,6.5,0.31092438101768494,39.0,0.3-0.5,0.18907561898231506
915,SLHDI_000915,SLHDI,person sneezing on a towel.,26.399999618530273,31.899999618530273,4.5,19.5,0.0,39.0,0-0.1,0.5
916,XKU2U_000916,XKU2U,a person is sneezing as they dust a nearby mirror.,9.0,16.399999618530273,0.5,7.5,0.0,33.0,0-0.1,0.5
917,XKU2U_000917,XKU2U,person throws the bag.,19.200000762939453,26.5,17.5,25.5,0.6999999284744263,33.0,0.5-0.7,0.19999992847442627
918,XKU2U_000918,XKU2U,person puts it on a table.,19.200000762939453,26.5,17.5,25.5,0.6999999284744263,33.0,0.5-0.7,0.19999992847442627
919,XKU2U_000919,XKU2U,person they begin to put a bag on the table.,19.200000762939453,26.5,17.5,25.5,0.6999999284744263,33.0,0.5-0.7,0.19999992847442627
920,ULD0T_000920,ULD0T,person holding a bag.,5.0,14.300000190734863,0.5,7.5,0.18115942180156708,31.0,0.1-0.3,0.3188405781984329
921,ULD0T_000921,ULD0T,a person walks through a doorway.,0.0,2.799999952316284,0.5,3.5,0.6571428179740906,31.0,0.5-0.7,0.15714281797409058
922,SLT0S_000922,SLT0S,a person is looking in a book holding a pen.,6.900000095367432,13.0,0.5,8.5,0.12799999117851257,31.66699981689453,0.1-0.3,0.3720000088214874
923,J3RP9_000923,J3RP9,a person walks through a doorway.,4.599999904632568,16.700000762939453,0.5,5.5,0.055555559694767,39.0,0-0.1,0.444444440305233
924,BI6Y4_000924,BI6Y4,a person is cooking something on the stove.,0.10000000149011612,5.099999904632568,0.5,9.5,0.4893617033958435,35.0,0.3-0.5,0.010638296604156494
925,BI6Y4_000925,BI6Y4,person drinks out of a cup.,4.599999904632568,9.800000190734863,0.5,5.5,0.09677419811487198,35.0,0-0.1,0.403225801885128
926,BI6Y4_000926,BI6Y4,person sits down at the table.,25.299999237060547,33.099998474121094,25.5,28.5,0.384615421295166,35.0,0.3-0.5,0.11538457870483398
927,BI6Y4_000927,BI6Y4,person sits on the chair at the dining table.,25.299999237060547,33.099998474121094,25.5,28.5,0.384615421295166,35.0,0.3-0.5,0.11538457870483398
928,BI6Y4_000928,BI6Y4,person cooking at the stove.,0.10000000149011612,5.099999904632568,0.5,9.5,0.4893617033958435,35.0,0.3-0.5,0.010638296604156494
929,735W9_000929,735W9,person putting a blanket on the table.,16.799999237060547,23.799999237060547,0.5,22.5,0.24463523924350739,31.66699981689453,0.1-0.3,0.2553647607564926
930,735W9_000930,735W9,person puts it on the table.,16.799999237060547,23.799999237060547,17.5,22.5,0.7142857313156128,31.66699981689453,0.7-0.9,0.2142857313156128
931,1FIGA_000931,1FIGA,person puts it onto the shelf.,14.300000190734863,21.899999618530273,15.5,26.5,0.5245901346206665,36.33399963378906,0.5-0.7,0.024590134620666504
932,1FIGA_000932,1FIGA,the person closes the box.,9.600000381469727,15.100000381469727,7.5,26.5,0.28947368264198303,36.33399963378906,0.1-0.3,0.21052631735801697
933,1FIGA_000933,1FIGA,person put something in it closes the door.,18.100000381469727,24.899999618530273,19.5,26.5,0.6428571343421936,36.33399963378906,0.5-0.7,0.1428571343421936
934,1FIGA_000934,1FIGA,person closes the door.,18.100000381469727,24.899999618530273,19.5,26.5,0.6428571343421936,36.33399963378906,0.5-0.7,0.1428571343421936
935,1FIGA_000935,1FIGA,person puts the book inside.,15.5,23.700000762939453,15.5,21.5,0.7317072749137878,36.33399963378906,0.7-0.9,0.23170727491378784
936,1FIGA_000936,1FIGA,person takes it to a cabinet they open the cabinet.,11.800000190734863,21.200000762939453,7.5,22.5,0.6266667246818542,36.33399963378906,0.5-0.7,0.12666672468185425
937,1FIGA_000937,1FIGA,a person runs into the closet with a box.,9.600000381469727,15.100000381469727,0.5,8.5,0.0,36.33399963378906,0-0.1,0.5
938,LZ2Y4_000938,LZ2Y4,person runs to the kitchen.,11.800000190734863,20.100000381469727,0.5,7.5,0.0,21.66699981689453,0-0.1,0.5
939,LZ2Y4_000939,LZ2Y4,person begin running around.,11.800000190734863,20.100000381469727,2.5,7.5,0.0,21.66699981689453,0-0.1,0.5
940,LZ2Y4_000940,LZ2Y4,person runs out of the couch.,11.800000190734863,20.100000381469727,2.5,7.5,0.0,21.66699981689453,0-0.1,0.5
941,LZ2Y4_000941,LZ2Y4,the person puts the cup down.,10.0,15.5,0.5,7.5,0.0,21.66699981689453,0-0.1,0.5
942,M4Z0M_000942,M4Z0M,a person walks by eating a sandwich.,0.699999988079071,8.399999618530273,0.5,4.5,0.4810126721858978,34.33399963378906,0.3-0.5,0.018987327814102173
943,M4Z0M_000943,M4Z0M,a person is eating a sandwich in a hallway.,0.699999988079071,8.399999618530273,0.5,4.5,0.4810126721858978,34.33399963378906,0.3-0.5,0.018987327814102173
944,YPRUL_000944,YPRUL,person takes a drink from a glass.,22.100000381469727,31.333999633789062,21.5,30.5,0.8541793823242188,31.333999633789062,0.7-0.9,0.35417938232421875
945,YPRUL_000945,YPRUL,a person is sneezing.,0.0,8.100000381469727,0.5,12.5,0.6080000400543213,31.333999633789062,0.5-0.7,0.10800004005432129
946,YPRUL_000946,YPRUL,the person closes the door.,15.5,26.700000762939453,13.5,17.5,0.1515151411294937,31.333999633789062,0.1-0.3,0.3484848588705063
947,YPRUL_000947,YPRUL,person closes a door.,15.5,26.700000762939453,13.5,17.5,0.1515151411294937,31.333999633789062,0.1-0.3,0.3484848588705063
948,K7NRW_000948,K7NRW,another person tries to fix a loose doorknob.,13.199999809265137,23.700000762939453,12.5,24.5,0.8750000596046448,31.333999633789062,0.7-0.9,0.3750000596046448
949,K7NRW_000949,K7NRW,person eating it.,5.800000190734863,14.899999618530273,5.5,14.5,0.9255319237709045,31.333999633789062,0.9-1.0,0.42553192377090454
950,K7NRW_000950,K7NRW,person the other continues to eat.,5.800000190734863,14.899999618530273,5.5,14.5,0.9255319237709045,31.333999633789062,0.9-1.0,0.42553192377090454
951,K7NRW_000951,K7NRW,person eats a sandwich out of a bag.,5.800000190734863,14.899999618530273,5.5,12.5,0.7127659916877747,31.333999633789062,0.7-0.9,0.21276599168777466
952,K7NRW_000952,K7NRW,another person is fixing a doorknob.,13.199999809265137,23.700000762939453,12.5,24.5,0.8750000596046448,31.333999633789062,0.7-0.9,0.3750000596046448
953,K7NRW_000953,K7NRW,the eating man watches his friend fix the door.,5.800000190734863,14.899999618530273,5.5,14.5,0.9255319237709045,31.333999633789062,0.9-1.0,0.42553192377090454
954,K7NRW_000954,K7NRW,a person opens a bag.,0.0,4.599999904632568,0.5,4.5,0.8695652484893799,31.333999633789062,0.7-0.9,0.3695652484893799
955,KZS5M_000955,KZS5M,person eats some food.,22.0,36.33399963378906,23.5,35.5,0.8371703624725342,36.33399963378906,0.7-0.9,0.3371703624725342
956,KZS5M_000956,KZS5M,person eating something.,22.0,36.33399963378906,23.5,35.5,0.8371703624725342,36.33399963378906,0.7-0.9,0.3371703624725342
957,KZS5M_000957,KZS5M,watches the tv as the person eats a sandwich.,23.299999237060547,34.29999923706055,23.5,29.5,0.5454545617103577,36.33399963378906,0.5-0.7,0.045454561710357666
958,KZS5M_000958,KZS5M,person closes the door.,2.0999999046325684,8.5,0.5,13.5,0.4923076927661896,36.33399963378906,0.3-0.5,0.007692307233810425
959,KZS5M_000959,KZS5M,person turning the light on.,7.300000190734863,14.899999618530273,9.5,13.5,0.5263158082962036,36.33399963378906,0.5-0.7,0.026315808296203613
960,KZS5M_000960,KZS5M,person closing the door.,2.0999999046325684,8.5,0.5,9.5,0.7111111283302307,36.33399963378906,0.7-0.9,0.2111111283302307
961,DO48Z_000961,DO48Z,a person is smiling.,0.800000011920929,9.0,0.5,9.5,0.9111111164093018,31.66699981689453,0.9-1.0,0.41111111640930176
962,DO48Z_000962,DO48Z,person putting their shoes in a closet.,4.699999809265137,17.899999618530273,1.5,30.5,0.45517241954803467,31.66699981689453,0.3-0.5,0.04482758045196533
963,DO48Z_000963,DO48Z,the person was smiling.,0.800000011920929,9.0,0.5,9.5,0.9111111164093018,31.66699981689453,0.9-1.0,0.41111111640930176
964,DO48Z_000964,DO48Z,person putting shoes on the shelf.,5.699999809265137,16.399999618530273,16.5,30.5,0.0,31.66699981689453,0-0.1,0.5
965,JNK11_000965,JNK11,person puts something onto a shelf.,1.7999999523162842,7.300000190734863,7.5,11.5,0.0,24.333999633789062,0-0.1,0.5
966,JNK11_000966,JNK11,a person puts a cup of coffee on the shelf.,1.7999999523162842,7.300000190734863,0.5,7.5,0.7857142686843872,24.333999633789062,0.7-0.9,0.2857142686843872
967,TH3M0_000967,TH3M0,person sits on a chair.,18.799999237060547,25.799999237060547,11.5,18.5,0.0,32.33399963378906,0-0.1,0.5
968,TH3M0_000968,TH3M0,a person opens a door.,0.0,4.699999809265137,2.5,12.5,0.1759999841451645,32.33399963378906,0.1-0.3,0.3240000158548355
969,TH3M0_000969,TH3M0,the person sits down in a chair.,18.799999237060547,25.799999237060547,11.5,18.5,0.0,32.33399963378906,0-0.1,0.5
970,TH3M0_000970,TH3M0,person takes out a broom from a cabinet.,14.5,19.299999237060547,10.5,18.5,0.4545454978942871,32.33399963378906,0.3-0.5,0.04545450210571289
971,TH3M0_000971,TH3M0,person put the broom back into the cabinet.,24.5,32.20000076293945,10.5,18.5,0.0,32.33399963378906,0-0.1,0.5
972,TH3M0_000972,TH3M0,person sits down in chair.,18.799999237060547,25.799999237060547,11.5,18.5,0.0,32.33399963378906,0-0.1,0.5
973,2B577_000973,2B577,person puts it on a table.,19.399999618530273,31.333999633789062,18.5,30.5,0.8648902177810669,31.333999633789062,0.7-0.9,0.3648902177810669
974,2B577_000974,2B577,a person cooks on the stove.,0.0,3.700000047683716,0.5,16.5,0.19393940269947052,31.333999633789062,0.1-0.3,0.3060605973005295
975,JXTAD_000975,JXTAD,a person is holding a blanket.,17.799999237060547,33.66699981689453,0.5,11.5,0.0,33.66699981689453,0-0.1,0.5
976,JXTAD_000976,JXTAD,person turning off the light.,23.799999237060547,33.66699981689453,23.5,32.5,0.8557097315788269,33.66699981689453,0.7-0.9,0.3557097315788269
977,5R7VN_000977,5R7VN,person closing a door on the stairs.,7.099999904632568,14.199999809265137,4.5,10.5,0.3505154848098755,30.0,0.3-0.5,0.1494845151901245
978,5R7VN_000978,5R7VN,person closing a door.,7.099999904632568,14.199999809265137,3.5,10.5,0.3177570104598999,30.0,0.3-0.5,0.1822429895401001
979,5R7VN_000979,5R7VN,person closing the door.,7.099999904632568,14.199999809265137,4.5,9.5,0.2474226951599121,30.0,0.1-0.3,0.2525773048400879
980,5R7VN_000980,5R7VN,the person is throwing shoes.,0.8999999761581421,10.699999809265137,0.5,4.5,0.3529411852359772,30.0,0.3-0.5,0.14705881476402283
981,5R7VN_000981,5R7VN,a person throws two shoes down the stairs.,0.8999999761581421,10.699999809265137,0.5,5.5,0.45098039507865906,30.0,0.3-0.5,0.04901960492134094
982,N56QO_000982,N56QO,person the individual takes a drink from a coffee cup.,0.800000011920929,5.599999904632568,0.5,6.5,0.7999999523162842,10.0,0.7-0.9,0.2999999523162842
983,N56QO_000983,N56QO,a person is playing on their laptop.,0.0,4.599999904632568,0.5,6.5,0.6307691931724548,10.0,0.5-0.7,0.13076919317245483
984,1RD2K_000984,1RD2K,another person comes running in.,1.0,8.600000381469727,0.5,4.5,0.43209874629974365,20.333999633789062,0.3-0.5,0.06790125370025635
