sample_idx,sample_id,video_id,query,gt_start,gt_end,pred_start,pred_end,iou,actual_duration,iou_bucket,dist_to_05
704,3AKML_000704,3AKML,person takes a box off of a shelf.,30.0,40.334,32.33333206176758,39.33333206176758,0.6773756531836653,40.334,0.5-0.7,0.17737565318366533
705,NDDHA_000705,NDDHA,person put on shoes.,11.8,24.3,13.333333015441895,25.0,0.8308081048907656,26.667,0.7-0.9,0.3308081048907656
706,NDDHA_000706,NDDHA,person runs out.,20.0,26.6,19.0,25.66666603088379,0.7456139514320773,26.667,0.7-0.9,0.24561395143207732
707,NDDHA_000707,NDDHA,person running out of the room.,20.0,26.6,19.0,25.33333396911621,0.701754469620554,26.667,0.7-0.9,0.201754469620554
708,NDDHA_000708,NDDHA,person putting shoes on.,11.8,24.3,13.333333015441895,23.0,0.7733333587646485,26.667,0.7-0.9,0.2733333587646485
709,NDDHA_000709,NDDHA,person puts on some shoes.,11.8,24.3,13.333333015441895,23.66666603088379,0.8266666412353516,26.667,0.7-0.9,0.3266666412353516
710,NDDHA_000710,NDDHA,person putting on shoes.,11.8,24.3,13.333333015441895,23.0,0.7733333587646485,26.667,0.7-0.9,0.2733333587646485
711,W8CWW_000711,W8CWW,a person opens a door goes into a room.,16.8,30.4,0.3333333432674408,5.0,0.0,31.0,0-0.1,0.5
712,W8CWW_000712,W8CWW,a person opens a door.,16.8,30.4,0.3333333432674408,5.0,0.0,31.0,0-0.1,0.5
713,W8CWW_000713,W8CWW,person opens turns doorknob.,16.8,30.4,0.3333333432674408,5.0,0.0,31.0,0-0.1,0.5
714,11L5M_000714,11L5M,person starts running in place.,16.4,29.667,17.33333396911621,29.33333396911621,0.9044998869375139,29.667,0.9-1.0,0.40449988693751393
715,11L5M_000715,11L5M,person start running in place.,16.4,29.667,17.33333396911621,29.33333396911621,0.9044998869375139,29.667,0.9-1.0,0.40449988693751393
716,11L5M_000716,11L5M,person they throw the broom down.,15.5,20.4,10.333333015441895,11.666666984558105,0.0,29.667,0-0.1,0.5
717,E6ZBZ_000717,E6ZBZ,person they start sneezing.,10.5,17.1,0.3333333432674408,14.0,0.2087475150342179,31.667,0.1-0.3,0.2912524849657821
718,H0L5S_000718,H0L5S,person opens the door.,23.3,29.4,25.66666603088379,30.0,0.5572140252412253,30.334,0.5-0.7,0.05721402524122532
719,H0L5S_000719,H0L5S,person opening the door.,23.3,29.4,25.66666603088379,30.0,0.5572140252412253,30.334,0.5-0.7,0.05721402524122532
720,SW8VM_000720,SW8VM,a smiling person is grasping a pillow.,0.0,9.5,0.0,6.666666507720947,0.7017543692337839,31.0,0.7-0.9,0.20175436923378387
721,F19VE_000721,F19VE,the person takes food from a box.,19.5,33.8,17.0,20.33333396911621,0.04960321244739352,34.334,0-0.1,0.4503967875526065
722,F19VE_000722,F19VE,person puts other food away in a cupboard.,6.7,16.1,17.0,33.33333206176758,0.0,34.334,0-0.1,0.5
723,44T8B_000723,44T8B,a person washes their hands in a bathroom.,0.0,3.5,0.6666666865348816,9.333333015441895,0.3035714367822728,30.334,0.3-0.5,0.19642856321772723
724,O0349_000724,O0349,a person is doing a lot of cooking.,0.0,10.7,0.0,8.666666984558105,0.8099688770615052,31.667,0.7-0.9,0.3099688770615052
725,O0349_000725,O0349,person cooks something.,0.0,10.7,0.0,11.0,0.9727272727272727,31.667,0.9-1.0,0.47272727272727266
726,O0349_000726,O0349,person so they must open the pantry door.,8.3,13.5,21.66666603088379,30.33333396911621,0.0,31.667,0-0.1,0.5
727,DSZYT_000727,DSZYT,a person drinking from a coffee cup.,0.0,8.3,0.0,12.666666984558105,0.6552631414497994,31.334,0.5-0.7,0.15526314144979936
728,DSZYT_000728,DSZYT,person they drink from a glass.,0.0,8.3,0.6666666865348816,13.666666984558105,0.5585365709203263,31.334,0.5-0.7,0.05853657092032627
729,KCRQU_000729,KCRQU,the person opens the refrigerator.,17.2,24.3,0.6666666865348816,5.333333492279053,0.0,31.0,0-0.1,0.5
730,KCRQU_000730,KCRQU,person they open the refrigerator.,17.2,24.3,0.6666666865348816,14.0,0.0,31.0,0-0.1,0.5
731,KCRQU_000731,KCRQU,person opens the refrigerator.,17.2,24.3,0.6666666865348816,5.333333492279053,0.0,31.0,0-0.1,0.5
732,NBMH9_000732,NBMH9,person opening a door.,6.3,12.6,0.6666666865348816,11.333333015441895,0.4217876835605081,38.334,0.3-0.5,0.07821231643949189
733,NBMH9_000733,NBMH9,person closes the door.,3.7,10.7,0.6666666865348816,11.333333015441895,0.6562500207801355,38.334,0.5-0.7,0.1562500207801355
734,NBMH9_000734,NBMH9,person sitting in a chair.,21.4,37.6,12.333333015441895,16.33333396911621,0.0,38.334,0-0.1,0.5
735,NBMH9_000735,NBMH9,person closing the door behind them.,3.7,10.7,0.6666666865348816,11.333333015441895,0.6562500207801355,38.334,0.5-0.7,0.1562500207801355
736,NBMH9_000736,NBMH9,person sits in a chair.,21.4,37.6,15.0,16.33333396911621,0.0,38.334,0-0.1,0.5
737,SW5TC_000737,SW5TC,person laughs at a tv.,13.1,18.9,18.33333396911621,29.0,0.03563937301155897,29.667,0-0.1,0.46436062698844105
738,SW5TC_000738,SW5TC,person laughs at the television.,13.1,18.9,18.33333396911621,29.0,0.03563937301155897,29.667,0-0.1,0.46436062698844105
739,SW5TC_000739,SW5TC,a person awakens in a bedroom.,10.1,17.3,0.0,15.333333015441895,0.3025047985804563,29.667,0.3-0.5,0.1974952014195437
740,SW5TC_000740,SW5TC,person laughs at the tv.,13.1,18.9,18.33333396911621,29.0,0.03563937301155897,29.667,0-0.1,0.46436062698844105
741,G2JR9_000741,G2JR9,a person takes a lightbulb.,20.7,25.6,18.0,23.0,0.3026315789473685,31.667,0.3-0.5,0.19736842105263153
742,G2JR9_000742,G2JR9,a person tries to put a lightbulb in a fixture.,20.7,25.6,18.0,23.0,0.3026315789473685,31.667,0.3-0.5,0.19736842105263153
743,G2JR9_000743,G2JR9,person the light turns on.,20.7,25.6,18.0,31.33333396911621,0.36749998247623544,31.667,0.3-0.5,0.13250001752376456
744,G2JR9_000744,G2JR9,person the lightbulb lights up.,20.7,25.6,18.0,31.33333396911621,0.36749998247623544,31.667,0.3-0.5,0.13250001752376456
745,G2JR9_000745,G2JR9,a person fixing a light.,20.7,25.6,18.0,23.0,0.3026315789473685,31.667,0.3-0.5,0.19736842105263153
746,G2JR9_000746,G2JR9,the person throws some bread on the floor.,24.1,30.9,18.0,31.33333396911621,0.5099999756813058,31.667,0.5-0.7,0.00999997568130584
747,M9NAG_000747,M9NAG,the person walks through the doorway.,21.6,28.6,17.66666603088379,33.66666793823242,0.43749994784594204,34.0,0.3-0.5,0.06250005215405796
748,M9NAG_000748,M9NAG,person stretching arms as if awakening.,14.4,24.3,15.0,26.33333396911621,0.7793295674175089,34.0,0.7-0.9,0.2793295674175089
749,MS4GA_000749,MS4GA,a person opens a closet door.,5.4,11.5,0.0,5.0,0.0,30.334,0-0.1,0.5
750,MS4GA_000750,MS4GA,person puts a broom into the closet.,2.8,9.1,4.333333492279053,7.666666507720947,0.5291004786415706,30.334,0.5-0.7,0.029100478641570615
751,MS4GA_000751,MS4GA,a person opens a door.,1.3,6.9,0.0,5.0,0.5362318840579711,30.334,0.5-0.7,0.036231884057971064
752,MS4GA_000752,MS4GA,person closes the door.,5.4,11.5,4.333333492279053,8.666666984558105,0.45581400795457544,30.334,0.3-0.5,0.04418599204542456
753,MS4GA_000753,MS4GA,person puts a broom inside.,2.8,9.1,4.333333492279053,7.666666507720947,0.5291004786415706,30.334,0.5-0.7,0.029100478641570615
754,MS4GA_000754,MS4GA,a person opens a door with the doorknob.,1.3,6.9,0.0,5.0,0.5362318840579711,30.334,0.5-0.7,0.036231884057971064
755,YW5QQ_000755,YW5QQ,person closes the door.,22.9,29.7,17.33333396911621,32.33333206176758,0.45333339097765496,32.667,0.3-0.5,0.04666660902234504
756,YW5QQ_000756,YW5QQ,the person looks at a picture on the desk.,8.1,21.2,23.0,32.33333206176758,0.0,32.667,0-0.1,0.5
757,FYHTC_000757,FYHTC,person takes a sip from a glass of water.,0.0,4.1,24.0,28.66666603088379,0.0,29.0,0-0.1,0.5
758,FYHTC_000758,FYHTC,person jiggles the doorknob of the closed bathroom door.,1.1,9.3,0.6666666865348816,10.333333015441895,0.8482758917082799,29.0,0.7-0.9,0.3482758917082799
759,FYHTC_000759,FYHTC,person opens the door.,23.2,29.0,0.6666666865348816,10.333333015441895,0.0,29.0,0-0.1,0.5
760,FYHTC_000760,FYHTC,person try to open the door.,23.2,29.0,0.6666666865348816,10.333333015441895,0.0,29.0,0-0.1,0.5
761,FKK5R_000761,FKK5R,the person is sitting in a chair.,0.0,8.2,0.0,5.333333492279053,0.650406523448665,27.0,0.5-0.7,0.150406523448665
762,FKK5R_000762,FKK5R,person turns on the light.,12.7,19.9,0.0,10.0,0.0,27.0,0-0.1,0.5
763,FKK5R_000763,FKK5R,person getting up to turn on light.,12.7,19.9,0.0,10.0,0.0,27.0,0-0.1,0.5
764,FKK5R_000764,FKK5R,person walks over to the lights.,12.7,19.9,8.666666984558105,10.0,0.0,27.0,0-0.1,0.5
765,QYM5H_000765,QYM5H,a person throws a blanket across the room.,0.0,5.2,0.6666666865348816,11.0,0.41212121031501076,30.667,0.3-0.5,0.08787878968498924
766,QYM5H_000766,QYM5H,person take a picture of the towel.,16.5,30.667,0.3333333432674408,16.66666603088379,0.005494424158142369,30.667,0-0.1,0.4945055758418576
767,QYM5H_000767,QYM5H,a person throws a towel on the floor.,0.0,5.2,0.6666666865348816,11.0,0.41212121031501076,30.667,0.3-0.5,0.08787878968498924
768,77Z0Z_000768,77Z0Z,person opens pantry grabs towel puts it on table.,3.0,12.4,19.66666603088379,33.66666793823242,0.0,34.0,0-0.1,0.5
769,51RLB_000769,51RLB,the person takes a drink from a water bottle.,2.7,10.3,12.0,17.0,0.0,20.667,0-0.1,0.5
770,3IPI3_000770,3IPI3,a person drinks from a cup.,3.2,9.3,0.0,8.0,0.5161290322580645,18.334,0.5-0.7,0.016129032258064502
771,3IPI3_000771,3IPI3,the person eats a sandwich.,7.9,13.0,2.3333332538604736,12.333333015441895,0.41562496710103025,18.334,0.3-0.5,0.08437503289896975
772,L0HDB_000772,L0HDB,person opening a cabinet.,2.6,7.8,5.666666507720947,14.666666984558105,0.17679558862518632,31.0,0.1-0.3,0.3232044113748137
773,EZRQW_000773,EZRQW,another person is playing at running back.,11.7,22.1,8.0,15.0,0.2340425531914894,29.0,0.1-0.3,0.26595744680851063
774,I9CDV_000774,I9CDV,a person is eating a sandwich at the bathroom mirror.,5.2,11.0,0.0,12.333333015441895,0.4702702823914781,31.334,0.3-0.5,0.02972971760852189
775,I9CDV_000775,I9CDV,person takes a picture in the mirror with a camera.,17.2,23.8,25.0,31.0,0.0,31.334,0-0.1,0.5
776,I9CDV_000776,I9CDV,person takes a picture of himself in the mirror.,17.2,23.8,25.0,31.0,0.0,31.334,0-0.1,0.5
777,4683D_000777,4683D,the person is cleaning off a chair to sit.,8.7,14.9,0.3333333432674408,11.333333015441895,0.18077801033668855,31.334,0.1-0.3,0.31922198966331145
778,4683D_000778,4683D,person they sit down on a chair.,8.7,14.9,16.33333396911621,30.66666603088379,0.0,31.334,0-0.1,0.5
779,3HRNV_000779,3HRNV,a person is smiling in a study holding a bag.,0.3,4.8,0.0,11.0,0.4090909090909091,16.0,0.3-0.5,0.09090909090909088
780,K8MZH_000780,K8MZH,a person turns the lights on.,1.7,8.0,0.0,7.0,0.6625,31.0,0.5-0.7,0.16249999999999998
781,1TIAK_000781,1TIAK,the person fixes some messy homework papers on the table.,11.4,15.8,24.0,34.33333206176758,0.0,40.0,0-0.1,0.5
782,TJJKK_000782,TJJKK,person eating on the bed.,4.6,9.3,0.0,7.333333492279053,0.2939068271267799,10.0,0.1-0.3,0.2060931728732201
783,TJJKK_000783,TJJKK,the person eats something from off the bed.,4.6,9.3,6.0,9.333333015441895,0.6971831454144831,10.0,0.5-0.7,0.19718314541448312
784,TJJKK_000784,TJJKK,person sitting on a bed with a cell phone.,0.0,2.9,0.0,7.333333492279053,0.3954545368832992,10.0,0.3-0.5,0.10454546311670082
785,TJJKK_000785,TJJKK,person take a picture of the room.,0.3,4.7,0.0,9.666666984558105,0.4551723988246129,10.0,0.3-0.5,0.04482760117538709
786,41F2M_000786,41F2M,finally the person washes their hands in the sink.,11.3,22.1,25.0,31.66666603088379,0.0,32.0,0-0.1,0.5
787,41F2M_000787,41F2M,this person washer their hands.,11.3,22.1,0.0,14.0,0.12217194570135742,32.0,0.1-0.3,0.3778280542986426
788,41F2M_000788,41F2M,person puts a book next to a toilet.,8.3,14.2,25.0,31.66666603088379,0.0,32.0,0-0.1,0.5
789,SBM3M_000789,SBM3M,person the other is putting shoes in a box.,0.0,8.8,0.0,13.0,0.676923076923077,20.667,0.5-0.7,0.17692307692307696
790,SBM3M_000790,SBM3M,one person puts shoes in a box.,0.0,8.8,0.0,9.333333015441895,0.9428571749706669,20.667,0.9-1.0,0.4428571749706669
791,W0XPU_000791,W0XPU,the person puts the shoes on.,0.3,6.5,0.0,18.0,0.34444444444444444,31.667,0.3-0.5,0.15555555555555556
792,W0XPU_000792,W0XPU,a person holds a pair of shoes.,0.0,5.4,0.0,4.666666507720947,0.864197501429805,31.667,0.7-0.9,0.364197501429805
793,W0XPU_000793,W0XPU,person stand up.,19.0,24.1,22.0,31.33333396911621,0.1702702614928447,31.667,0.1-0.3,0.3297297385071553
794,W0XPU_000794,W0XPU,person puts on shoes.,0.3,6.5,0.6666666865348816,18.0,0.3295668538680858,31.667,0.3-0.5,0.17043314613191418
795,W0XPU_000795,W0XPU,person eat some food off of a plate.,20.6,26.5,22.0,31.33333396911621,0.41925463355078413,31.667,0.3-0.5,0.08074536644921587
796,87Y64_000796,87Y64,a person is throwing a book to another person.,6.5,13.5,0.3333333432674408,10.333333015441895,0.29113921658233693,31.0,0.1-0.3,0.20886078341766307
797,87Y64_000797,87Y64,person run to the other side of the room.,0.4,6.1,0.3333333432674408,14.666666984558105,0.3976744100604592,31.0,0.3-0.5,0.10232558993954077
798,87Y64_000798,87Y64,a person is sitting on a bed.,0.0,5.5,0.0,8.666666984558105,0.6346153613378319,31.0,0.5-0.7,0.13461536133783192
799,ZQKVY_000799,ZQKVY,a person runs into the bedroom.,0.0,5.4,0.0,6.333333492279053,0.8526315575491364,13.667,0.7-0.9,0.35263155754913644
800,2Y8XQ_000800,2Y8XQ,person he pours something into a glass.,4.5,11.8,17.0,26.66666603088379,0.0,31.334,0-0.1,0.5
801,2Y8XQ_000801,2Y8XQ,a person pours some water in a glass.,4.5,11.8,0.0,11.333333015441895,0.5790960182577877,31.334,0.5-0.7,0.07909601825778767
802,2Y8XQ_000802,2Y8XQ,the person is sneezing.,23.2,31.2,0.0,10.666666984558105,0.0,31.334,0-0.1,0.5
803,2Y8XQ_000803,2Y8XQ,person drinking glass.,15.2,22.8,17.0,26.66666603088379,0.5058139815338258,31.334,0.5-0.7,0.0058139815338258405
804,JR6VG_000804,JR6VG,a person goes running by.,12.0,17.9,0.0,15.333333015441895,0.18621972153306676,23.0,0.1-0.3,0.31378027846693324
805,JR6VG_000805,JR6VG,person as the door opens.,8.0,15.1,0.6666666865348816,12.666666984558105,0.32332565757381126,23.0,0.3-0.5,0.17667434242618874
806,JR6VG_000806,JR6VG,person the door opens.,8.0,15.1,0.6666666865348816,12.666666984558105,0.32332565757381126,23.0,0.3-0.5,0.17667434242618874
807,JR6VG_000807,JR6VG,another person runs into the room.,12.0,17.9,8.666666984558105,20.66666603088379,0.49166670574082566,23.0,0.3-0.5,0.00833329425917434
808,AAQHJ_000808,AAQHJ,a person is seen eating.,4.3,16.7,0.0,11.0,0.4011976047904192,31.334,0.3-0.5,0.09880239520958078
809,AAQHJ_000809,AAQHJ,a person is sitting on a chair.,5.7,15.0,0.0,8.666666984558105,0.19777779897054035,31.334,0.1-0.3,0.3022222010294596
810,AAQHJ_000810,AAQHJ,a person eating something off of a plate.,4.3,16.7,0.0,11.0,0.4011976047904192,31.334,0.3-0.5,0.09880239520958078
811,AAQHJ_000811,AAQHJ,person grab a pillow to snuggle with.,16.4,26.7,16.33333396911621,17.66666603088379,0.12218644134094898,31.334,0.1-0.3,0.37781355865905103
812,AAQHJ_000812,AAQHJ,a person sits in a chair eating.,4.3,16.7,0.0,11.0,0.4011976047904192,31.334,0.3-0.5,0.09880239520958078
813,AAQHJ_000813,AAQHJ,person holding a pillow.,0.8,11.9,0.0,11.0,0.8571428571428571,31.334,0.7-0.9,0.3571428571428571
814,AAQHJ_000814,AAQHJ,person eating from a plate of food.,4.3,16.7,5.0,11.0,0.48387096774193555,31.334,0.3-0.5,0.016129032258064446
815,GG3K5_000815,GG3K5,person watches the television.,19.5,31.0,18.66666603088379,28.0,0.6891891536615138,32.667,0.5-0.7,0.1891891536615138
816,GG3K5_000816,GG3K5,the person start watching television.,19.5,31.0,18.66666603088379,29.0,0.7702702305628684,32.667,0.7-0.9,0.27027023056286836
817,GG3K5_000817,GG3K5,person watches television.,19.5,31.0,18.66666603088379,28.0,0.6891891536615138,32.667,0.5-0.7,0.1891891536615138
818,GG3K5_000818,GG3K5,person sits on the edge of the bed.,15.3,24.6,25.66666603088379,31.33333396911621,0.0,32.667,0-0.1,0.5
819,1XBU2_000819,1XBU2,person is drinking tea from glass mug.,4.3,10.9,0.0,13.666666984558105,0.4829268180352463,17.334,0.3-0.5,0.017073181964753714
820,LLQBB_000820,LLQBB,the person throws the bag down.,13.8,21.5,0.0,15.333333015441895,0.071317814671716,32.667,0-0.1,0.428682185328284
821,LLQBB_000821,LLQBB,person finally laughing to themselves.,26.1,32.667,23.66666603088379,32.33333206176758,0.6925667517623969,32.667,0.5-0.7,0.1925667517623969
822,LLQBB_000822,LLQBB,the person starts laughing as they put the bag down.,26.1,32.667,23.66666603088379,32.33333206176758,0.6925667517623969,32.667,0.5-0.7,0.1925667517623969
823,LLQBB_000823,LLQBB,person takes their shoes off.,17.0,30.7,15.0,32.33333206176758,0.7903846733668894,32.667,0.7-0.9,0.29038467336688945
824,LLQBB_000824,LLQBB,a person is holding a bag.,12.0,21.7,0.0,15.333333015441895,0.1536098163798108,32.667,0.1-0.3,0.3463901836201892
825,LLQBB_000825,LLQBB,person take off their shoes.,17.0,30.7,15.0,32.33333206176758,0.7903846733668894,32.667,0.7-0.9,0.29038467336688945
826,BB7WL_000826,BB7WL,a person opens a cabinet.,0.3,5.7,0.0,6.0,0.9,31.0,0.7-0.9,0.4
827,ZX37G_000827,ZX37G,the person puts the laptop down on the table.,1.8,7.8,1.3333333730697632,11.666666984558105,0.5806451456603849,18.0,0.5-0.7,0.08064514566038494
828,RX7TC_000828,RX7TC,a person is eating some food.,0.0,11.5,0.0,7.666666507720947,0.6666666528452998,30.667,0.5-0.7,0.1666666528452998
829,RX7TC_000829,RX7TC,person takes several bites of an unknown food item.,0.0,6.4,17.33333396911621,30.33333396911621,0.0,30.667,0-0.1,0.5
830,GFK4S_000830,GFK4S,person opens the door.,14.1,20.6,11.333333015441895,13.666666984558105,0.0,36.667,0-0.1,0.5
831,GFK4S_000831,GFK4S,person holding a pillow.,0.0,13.5,0.0,11.666666984558105,0.8641975544117115,36.667,0.7-0.9,0.36419755441171153
832,H5CJD_000832,H5CJD,person closes the fridge door.,19.3,25.7,18.66666603088379,25.0,0.8104264670253168,27.0,0.7-0.9,0.31042646702531684
833,F5UVQ_000833,F5UVQ,person that turn off the lights.,32.1,37.667,32.33333206176758,37.33333206176758,0.8981498113885396,37.667,0.7-0.9,0.39814981138853955
834,F5UVQ_000834,F5UVQ,person wash their hands a little bit.,23.5,37.667,25.66666603088379,37.33333206176758,0.8235099901802632,37.667,0.7-0.9,0.32350999018026316
835,F5UVQ_000835,F5UVQ,person turn off a light.,32.1,37.667,32.33333206176758,37.33333206176758,0.8981498113885396,37.667,0.7-0.9,0.39814981138853955
836,MSACP_000836,MSACP,person they take the batteries out of the camera.,0.0,2.8,16.0,20.66666603088379,0.0,30.667,0-0.1,0.5
837,VIN5T_000837,VIN5T,a person is sitting on the floor throwing a pillow.,2.0,8.8,0.0,4.666666507720947,0.30303028496828943,20.667,0.3-0.5,0.19696971503171057
838,D1WYU_000838,D1WYU,the person takes off their shoes.,22.6,29.9,13.666666984558105,21.33333396911621,0.0,31.0,0-0.1,0.5
839,D1WYU_000839,D1WYU,person sits down on a chair.,16.9,31.0,0.3333333432674408,10.666666984558105,0.0,31.0,0-0.1,0.5
840,D1WYU_000840,D1WYU,the person sits down in a chair.,16.9,31.0,0.3333333432674408,10.666666984558105,0.0,31.0,0-0.1,0.5
841,D1WYU_000841,D1WYU,person takes their shoes off.,22.6,29.9,0.3333333432674408,10.666666984558105,0.0,31.0,0-0.1,0.5
842,D1WYU_000842,D1WYU,a person is holding a bag walk to a bed.,0.0,7.5,0.0,8.666666984558105,0.865384583642498,31.0,0.7-0.9,0.36538458364249804
843,IONV9_000843,IONV9,a laughing person is drinking soda in their basement.,4.1,9.3,0.0,8.666666984558105,0.4910394607051726,38.667,0.3-0.5,0.008960539294827374
844,IONV9_000844,IONV9,person continuing to drink from the bottle.,0.0,6.2,8.666666984558105,24.33333396911621,0.0,38.667,0-0.1,0.5
845,IONV9_000845,IONV9,person drinking from a glass of water.,0.0,6.2,0.0,11.666666984558105,0.5314285569482924,38.667,0.5-0.7,0.031428556948292385
846,IDXZK_000846,IDXZK,person eating food from a dish.,0.0,9.1,0.3333333432674408,19.0,0.46140350824908205,36.0,0.3-0.5,0.03859649175091795
847,IDXZK_000847,IDXZK,person eating a sandwich.,0.0,9.1,0.3333333432674408,5.0,0.5128205117288527,36.0,0.5-0.7,0.01282051172885268
848,79VVK_000848,79VVK,person run out of the closet.,30.9,37.5,21.33333396911621,40.33333206176758,0.347368455923829,40.667,0.3-0.5,0.15263154407617102
849,79VVK_000849,79VVK,a person takes a blanket.,15.1,20.4,0.0,18.66666603088379,0.17483657014136225,40.667,0.1-0.3,0.3251634298586378
850,YACA8_000850,YACA8,person putting clothes.,3.4,11.8,1.3333333730697632,11.0,0.7261146524382042,30.334,0.7-0.9,0.22611465243820417
851,VG7S6_000851,VG7S6,person takes a vacuum.,12.5,21.0,8.666666984558105,20.66666603088379,0.6621621276794157,21.0,0.5-0.7,0.16216212767941574
852,VG7S6_000852,VG7S6,person sneezing constantly.,0.9,10.8,8.666666984558105,20.66666603088379,0.10792578840097454,21.0,0.1-0.3,0.39207421159902545
853,C46TD_000853,C46TD,person looks out the window above the sink.,0.0,15.0,27.66666603088379,32.0,0.0,32.334,0-0.1,0.5
854,C46TD_000854,C46TD,the person washes their hands at the kitchen sink.,0.0,12.1,15.333333015441895,32.0,0.0,32.334,0-0.1,0.5
855,C46TD_000855,C46TD,person continuing to look out the window.,0.0,15.0,27.66666603088379,32.0,0.0,32.334,0-0.1,0.5
856,C46TD_000856,C46TD,a person is washing their hands in the sink.,0.0,12.1,0.0,11.666666984558105,0.9641873540957112,32.334,0.9-1.0,0.4641873540957112
857,C46TD_000857,C46TD,a person washes their hands in the kitchen sink.,0.0,12.1,0.0,11.666666984558105,0.9641873540957112,32.334,0.9-1.0,0.4641873540957112
858,C46TD_000858,C46TD,person looking out the window.,0.0,15.0,25.66666603088379,32.0,0.0,32.334,0-0.1,0.5
859,9J0RB_000859,9J0RB,a person is standing in a room watching television.,0.0,4.4,0.0,8.333333015441895,0.5280000201416024,16.334,0.5-0.7,0.02800002014160241
860,9J0RB_000860,9J0RB,person drinking something from a glass.,0.0,7.0,0.0,8.333333015441895,0.8400000320434583,16.334,0.7-0.9,0.3400000320434583
861,9J0RB_000861,9J0RB,person drinking a glass of milk.,0.0,7.0,0.0,8.333333015441895,0.8400000320434583,16.334,0.7-0.9,0.3400000320434583
862,9J0RB_000862,9J0RB,a person is watching a television in their bedroom.,0.0,4.4,0.0,8.333333015441895,0.5280000201416024,16.334,0.5-0.7,0.02800002014160241
863,9J0RB_000863,9J0RB,person throws the pillow to the side.,7.7,14.6,8.666666984558105,14.0,0.7729468138321587,16.334,0.7-0.9,0.2729468138321587
864,ZIP18_000864,ZIP18,person eat a sandwich.,25.2,31.8,20.0,34.33333206176758,0.4604651571287251,34.667,0.3-0.5,0.0395348428712749
865,ZIP18_000865,ZIP18,a person turns on a light.,0.0,4.0,0.3333333432674408,9.0,0.4074074063036177,34.667,0.3-0.5,0.09259259369638229
866,ZIP18_000866,ZIP18,a person turns on a light in their bedroom.,0.0,4.0,0.3333333432674408,7.666666507720947,0.47826087818479285,34.667,0.3-0.5,0.021739121815207152
867,ZIP18_000867,ZIP18,person turns on the light.,0.0,4.0,0.3333333432674408,9.0,0.4074074063036177,34.667,0.3-0.5,0.09259259369638229
868,ZIP18_000868,ZIP18,person sit on their bed.,21.1,26.2,20.0,34.33333206176758,0.3558139850540146,34.667,0.3-0.5,0.14418601494598537
869,3N1I2_000869,3N1I2,the person puts the sandwich into the refrigerator.,7.9,15.1,8.333333015441895,12.666666984558105,0.6018519401550294,32.0,0.5-0.7,0.10185194015502941
870,337O2_000870,337O2,person they put them down on the table.,0.2,6.2,17.0,22.0,0.0,26.334,0-0.1,0.5
871,LE7PM_000871,LE7PM,person throws some food onto the table.,0.0,4.1,7.333333492279053,11.333333015441895,0.0,48.334,0-0.1,0.5
872,VJ0LT_000872,VJ0LT,person closing the front door.,23.1,32.667,25.33333396911621,32.33333206176758,0.7316816235655239,32.667,0.7-0.9,0.2316816235655239
873,VJ0LT_000873,VJ0LT,person pours it into a glass.,2.5,13.4,14.0,21.0,0.0,32.667,0-0.1,0.5
874,VJ0LT_000874,VJ0LT,person pours a glass of soda.,2.5,13.4,13.0,21.0,0.02162162162162164,32.667,0-0.1,0.4783783783783784
875,VJ0LT_000875,VJ0LT,the person drinks the coke from the glass.,12.9,21.4,14.0,21.33333396911621,0.8627451728372014,32.667,0.7-0.9,0.3627451728372014
876,VJ0LT_000876,VJ0LT,person closes a door outside.,23.1,32.667,25.33333396911621,32.33333206176758,0.7316816235655239,32.667,0.7-0.9,0.2316816235655239
877,TCI7K_000877,TCI7K,person put a item on the table.,3.6,10.3,2.0,12.0,0.6700000000000002,31.334,0.5-0.7,0.17000000000000015
878,QE4YE_000878,QE4YE,a person is opening a bag.,0.0,3.5,0.3333333432674408,7.0,0.45238095096179415,43.334,0.3-0.5,0.04761904903820585
879,QE4YE_000879,QE4YE,the person puts the bag on a counter.,4.2,9.7,24.33333396911621,43.0,0.0,43.334,0-0.1,0.5
880,XO8NL_000880,XO8NL,a person throws a pillow into a closet.,3.6,12.5,1.0,6.0,0.20869565217391303,31.334,0.1-0.3,0.29130434782608694
881,XO8NL_000881,XO8NL,a person is holding a pillow.,0.0,9.1,0.6666666865348816,6.0,0.5860805838972658,31.334,0.5-0.7,0.0860805838972658
882,XO8NL_000882,XO8NL,the person throws the pillow into the closet.,3.6,12.5,1.0,9.333333015441895,0.49855069699494736,31.334,0.3-0.5,0.0014493030050526379
883,CM6T8_000883,CM6T8,a person is opening their closet looking for a sandwich.,0.0,3.2,0.6666666865348816,6.333333492279053,0.39999998682423676,12.667,0.3-0.5,0.10000001317576324
884,CM6T8_000884,CM6T8,a person opens a door to a closet.,0.0,3.7,0.6666666865348816,6.0,0.5055555522441865,12.667,0.5-0.7,0.005555552244186468
885,CM6T8_000885,CM6T8,person open up the door.,0.0,3.7,2.0,12.333333015441895,0.13783784139060568,12.667,0.1-0.3,0.3621621586093943
886,QI0EL_000886,QI0EL,person watches television.,23.5,31.667,20.66666603088379,31.33333396911621,0.7120996499841319,31.667,0.7-0.9,0.2120996499841319
887,QI0EL_000887,QI0EL,person closes the laptop.,18.2,22.8,20.66666603088379,26.0,0.2735043550148989,31.667,0.1-0.3,0.2264956449851011
